日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2026-07-10,000063,39.39,40.12,42.59,39.22,4502718,18634061411.53,8.44,0.5,0.2,11.18
2026-07-13,000063,40.59,39.63,42.09,39.17,3323144,13691866366.13,7.28,-1.22,-0.49,8.25
2026-07-14,000063,40.59,39.5,41.17,37.2,3071296,11991109106.93,10.02,-0.33,-0.13,7.63
2026-07-15,000063,39.99,39.04,40.87,38.38,2677692,10679576730.75,6.3,-1.16,-0.46,6.65
2026-07-16,000063,39.59,39.59,41.0,38.89,3613700,14582856707.9,5.4,1.41,0.55,8.97
2026-07-17,000063,38.56,35.59,38.85,35.59,3497131,12871408987.97,8.23,-10.1,-4.0,8.68
2026-07-20,000063,35.59,33.32,35.77,32.73,3078591,10650334757.72,8.54,-6.38,-2.27,7.64
2026-07-21,000063,33.44,34.47,34.53,31.98,2351920,7976105439.5,7.65,3.45,1.15,5.84
2026-07-22,000063,33.84,37.09,37.96,33.7,4825998,17989046832.27,12.36,7.6,2.62,11.98
2026-07-23,000063,36.6,35.51,37.14,35.4,2835597,10344885617.18,4.69,-4.26,-1.58,7.04
2026-07-24,000063,34.6,34.59,35.41,34.39,1791420,6307641471.56,2.87,-2.59,-0.92,4.45
2026-07-27,000063,34.31,34.84,34.84,33.74,1410248,4903200292.96,3.18,0.72,0.25,3.5
2026-07-28,000063,34.08,33.62,34.47,33.54,1472400,5050545844.76,2.67,-3.5,-1.22,3.66
2026-07-29,000063,33.79,34.08,34.22,33.38,1116235,3773105749.7,2.5,1.37,0.46,2.77
2026-07-30,000063,33.74,33.3,34.12,33.06,1280222,4295358740.01,3.11,-2.29,-0.78,3.18
2026-07-31,000063,34.48,33.81,34.61,33.8,1391571,4754838962.28,2.43,1.53,0.51,3.46
2026-08-03,000063,33.5,34.02,34.27,33.38,791481,2686591009.02,2.63,0.62,0.21,1.97
2026-08-04,000063,34.24,34.37,34.54,34.1,1207417,4144218546.78,1.29,1.03,0.35,3.0
2026-08-05,000063,34.0,34.74,34.97,33.96,1660132,5759753866.79,2.94,1.08,0.37,4.12
2026-08-06,000063,34.2,34.7,34.98,33.95,1501508,5160714137.29,2.96,-0.12,-0.04,3.73
2026-08-07,000063,34.78,34.7,35.38,34.49,1586405,5516773818.26,2.56,0.0,0.0,3.94
2026-08-10,000063,34.47,34.3,34.5,34.02,1045233,3572874102.71,1.38,-1.15,-0.4,2.6
2026-08-11,000063,34.13,34.19,34.57,34.03,852715,2926293448.41,1.57,-0.32,-0.11,2.12
2026-08-12,000063,34.03,35.59,35.78,33.88,2486186,8710747945.83,5.56,4.09,1.4,6.17
2026-08-13,000063,35.3,35.08,36.09,35.03,2044530,7239214675.98,2.98,-1.43,-0.51,5.08
2026-08-14,000063,35.1,35.05,35.33,34.67,1118871,3911613476.85,1.88,-0.09,-0.03,2.78
2026-08-17,000063,35.3,36.02,36.2,34.83,1832050,6518057286.52,3.91,2.77,0.97,4.55
2026-08-18,000063,35.77,35.11,35.78,34.95,1312764,4625710592.63,2.3,-2.53,-0.91,3.26
2026-08-19,000063,34.66,33.67,34.67,33.5,1463117,4974965089.1,3.33,-4.1,-1.44,3.63
2026-08-20,000063,33.8,33.84,34.09,33.61,588251,1990448247.03,1.43,0.5,0.17,1.46
2026-08-21,000063,33.51,33.78,33.92,33.43,487717,1645509961.96,1.45,-0.18,-0.06,1.21
2026-08-24,000063,33.3,33.13,33.52,32.89,764428,2536036778.8,1.87,-1.92,-0.65,1.9
2026-08-25,000063,32.92,33.42,33.5,32.83,433398,1442725355.8,2.02,0.88,0.29,1.08
2026-08-26,000063,33.42,33.54,33.69,33.34,402704,1349930176.85,1.05,0.36,0.12,1.0
2026-08-27,000063,33.57,33.96,33.99,33.54,659382,2230191653.35,1.34,1.25,0.42,1.64
2026-08-28,000063,33.8,33.63,34.01,33.61,531363,1794111237.13,1.18,-0.97,-0.33,1.32
2026-08-31,000063,33.3,33.64,33.83,33.1,291297,976147922.18,2.17,0.03,0.01,0.72
