日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2026-08-06,600900,27.77,27.75,27.83,27.57,1070927,2963193717.0,0.94,-0.04,-0.01,0.44
2026-08-07,600900,27.76,27.75,27.84,27.51,1034383,2860787286.0,1.19,0.0,0.0,0.42
2026-08-10,600900,27.68,28.05,28.21,27.57,1187473,3321846355.0,2.31,1.08,0.3,0.49
2026-08-11,600900,28.09,28.31,28.4,27.96,1091507,3087915915.0,1.57,0.93,0.26,0.45
2026-08-12,600900,28.21,28.02,28.3,27.96,688604,1932456903.0,1.2,-1.02,-0.29,0.28
2026-08-13,600900,27.9,28.24,28.24,27.8,766080,2149278508.0,1.57,0.79,0.22,0.31
2026-08-14,600900,28.11,28.1,28.21,27.93,735433,2067064986.0,0.99,-0.5,-0.14,0.3
2026-08-17,600900,28.08,27.96,28.15,27.91,753980,2108947681.0,0.85,-0.5,-0.14,0.31
2026-08-18,600900,27.92,28.12,28.15,27.91,715086,2006062074.0,0.86,0.57,0.16,0.29
2026-08-19,600900,28.24,28.42,28.43,28.07,1280362,3623005629.0,1.28,1.07,0.3,0.52
2026-08-20,600900,28.21,28.16,28.35,28.02,821624,2312546485.0,1.16,-0.91,-0.26,0.34
2026-08-21,600900,28.15,27.96,28.23,27.93,635147,1779819532.0,1.07,-0.71,-0.2,0.26
2026-08-24,600900,27.93,28.15,28.25,27.86,935573,2629092938.0,1.39,0.68,0.19,0.38
2026-08-25,600900,28.16,28.21,28.39,28.12,901486,2546238002.0,0.96,0.21,0.06,0.37
2026-08-26,600900,28.2,28.24,28.49,28.12,761063,2155589479.0,1.31,0.11,0.03,0.31
2026-08-27,600900,28.19,28.1,28.28,27.9,947754,2658024415.0,1.35,-0.5,-0.14,0.39
2026-08-28,600900,28.01,28.05,28.07,27.87,674544,1886753422.0,0.71,-0.18,-0.05,0.28
2026-08-31,600900,28.01,27.91,28.14,27.8,488989,1365121038.0,1.21,-0.5,-0.14,0.2
