日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2026-07-14,688981,165.66,160.99,166.88,150.2,1162794,18261641698.0,10.2,-1.58,-2.59,5.82
2026-07-15,688981,160.0,153.64,162.78,150.25,834883,12924378133.0,7.78,-4.57,-7.35,4.18
2026-07-16,688981,146.0,151.8,160.47,145.99,842586,13055294759.0,9.42,-1.2,-1.84,4.21
2026-07-17,688981,150.01,139.88,155.51,139.02,1029520,15171663143.0,10.86,-7.85,-11.92,5.15
2026-07-20,688981,145.0,144.0,147.47,138.11,939425,13464937827.0,6.69,2.95,4.12,4.7
2026-07-21,688981,148.0,160.0,161.4,140.58,1139808,17265064638.0,14.46,11.11,16.0,5.7
2026-07-22,688981,156.0,155.59,160.4,153.38,799705,12542088820.0,4.39,-2.76,-4.41,4.0
2026-07-23,688981,157.0,145.09,157.49,143.56,748152,11094557907.0,8.95,-6.75,-10.5,3.74
2026-07-24,688981,145.31,143.73,148.6,142.56,477433,6943302044.0,4.16,-0.94,-1.36,2.39
2026-07-27,688981,145.69,143.77,146.05,136.81,536378,7553803408.0,6.43,0.03,0.04,2.68
2026-07-28,688981,141.68,136.7,146.5,134.58,658066,9238865569.0,8.29,-4.92,-7.07,3.29
2026-07-29,688981,138.31,130.9,138.88,128.0,683856,8971792652.0,7.96,-4.24,-5.8,3.42
2026-07-30,688981,128.68,122.99,130.79,121.82,799846,9995522433.0,6.85,-6.04,-7.91,4.0
2026-07-31,688981,134.0,123.99,134.99,123.69,773130,10060990504.0,9.19,0.81,1.0,3.87
2026-08-03,688981,123.0,116.5,123.41,116.0,654376,7766314582.0,5.98,-6.04,-7.49,3.27
2026-08-04,688981,116.7,121.1,122.5,115.21,644307,7678158834.0,6.26,3.95,4.6,3.22
2026-08-05,688981,121.0,125.45,127.55,120.36,663329,8305612134.0,5.94,3.59,4.35,3.32
2026-08-06,688981,122.0,124.15,126.99,121.88,518881,6429444648.0,4.07,-1.04,-1.3,2.59
2026-08-07,688981,123.36,128.5,128.5,123.13,601908,7607241157.0,4.33,3.5,4.35,3.01
2026-08-10,688981,128.49,126.25,128.66,124.11,427654,5374581058.0,3.54,-1.75,-2.25,2.14
2026-08-11,688981,124.85,125.41,128.43,124.5,371760,4700641121.0,3.11,-0.67,-0.84,1.86
2026-08-12,688981,126.0,127.96,128.5,124.51,438380,5553551712.0,3.18,2.03,2.55,2.19
2026-08-13,688981,129.0,129.44,134.5,129.0,666294,8790071770.0,4.3,1.16,1.48,3.33
2026-08-14,688981,133.99,132.87,135.36,129.67,774497,10285931185.0,4.4,2.65,3.43,3.87
2026-08-17,688981,132.0,136.76,137.42,130.8,680113,9164498726.0,4.98,2.93,3.89,3.4
2026-08-18,688981,136.0,134.98,137.48,132.47,574241,7748492525.0,3.66,-1.3,-1.78,2.87
2026-08-19,688981,130.87,128.01,131.56,126.01,665954,8553080096.0,4.11,-5.16,-6.97,3.33
2026-08-20,688981,128.8,125.5,129.28,124.79,401270,5091168955.0,3.51,-1.96,-2.51,2.01
2026-08-21,688981,124.32,124.8,126.86,124.2,305664,3830637505.0,2.12,-0.56,-0.7,1.53
2026-08-24,688981,124.5,120.58,124.78,118.3,476717,5769413641.0,5.19,-3.38,-4.22,2.38
2026-08-25,688981,118.58,120.0,121.64,117.88,310643,3718701204.0,3.12,-0.48,-0.58,1.55
2026-08-26,688981,120.5,124.15,124.6,120.22,401081,4931938236.0,3.65,3.46,4.15,2.01
2026-08-27,688981,124.05,126.33,126.78,123.51,343777,4313773127.0,2.63,1.76,2.18,1.72
2026-08-28,688981,126.33,125.88,128.47,125.5,296693,3765222746.0,2.35,-0.36,-0.45,1.48
2026-08-31,688981,123.0,124.42,125.1,122.75,160056,1985662254.0,1.87,-1.16,-1.46,0.8
